24,1
25,1
60,1
63,1
64,1
541,1
648,1
33,2
34,2
50,2
51,2
57,2
61,2
62,2
65,2
77,2
286,2
287,2
483,2
507,2
540,2
550,2
551,2
574,2
575,2
589,2
649,2
666,2
667,2
668,2
669,2
670,2
728,2
781,2
782,2
27,3
28,3
29,3
100,3
189,3
576,3
577,3
578,3
703,3
706,3
707,3
708,3
709,3
779,3
26,4
84,4
105,4
106,4
110,4
119,4
275,4
319,4
358,4
376,4
411,4
412,4
413,4
414,4
415,4
474,4
475,4
548,4
573,4
639,4
640,4
671,4
684,4
685,4
686,4
725,4
726,4
727,4
780,4
5,5
6,5
41,5
42,5
141,5
153,5
206,5
207,5
220,5
221,5
265,5
284,5
285,5
356,5
424,5
425,5
434,5
458,5
459,5
460,5
461,5
464,5
491,5
492,5
746,5
747,5
748,5
756,5
14,6
70,6
71,6
93,6
163,6
164,6
172,6
389,6
462,6
463,6
567,6
608,6
634,6
635,6
752,6
43,7
46,7
68,7
140,7
161,7
184,7
224,7
243,7
423,7
438,7
478,7
484,7
558,7
719,7
1,8
2,8
7,8
8,8
17,8
74,8
75,8
99,8
219,8
313,8
322,8
336,8
337,8
394,8
395,8
437,8
441,8
442,8
443,8
485,8
557,8
623,8
624,8
53,9
54,9
56,9
167,9
173,9
198,9
208,9
229,9
230,9
231,9
232,9
233,9
234,9
235,9
246,9
353,9
354,9
379,9
380,9
382,9
451,9
452,9
453,9
494,9
523,9
545,9
546,9
579,9
582,9
593,9
594,9
632,9
633,9
687,9
714,9
89,10
90,10
91,10
92,10
95,10
96,10
149,10
174,10
247,10
293,10
294,10
308,10
320,10
355,10
432,10
433,10
519,10
529,10
530,10
591,10
592,10
611,10
612,10
16,11
18,11
19,11
126,11
128,11
129,11
369,11
371,11
372,11
436,11
48,12
49,12
52,12
125,12
127,12
134,12
135,12
156,12
157,12
204,12
205,12
216,12
217,12
273,12
274,12
288,12
289,12
343,12
344,12
468,12
469,12
497,12
498,12
499,12
500,12
586,12
587,12
713,12
13,13
81,13
82,13
107,13
228,13
331,13
366,13
422,13
524,13
525,13
625,13
626,13
749,13
136,14
137,14
138,14
139,14
150,14
170,14
171,14
185,14
186,14
218,14
256,14
257,14
258,14
259,14
260,14
307,14
332,14
333,14
361,14
362,14
364,14
365,14
501,14
502,14
580,14
581,14
607,14
694,14
695,14
696,14
697,14
711,14
712,14
734,14
760,14
15,15
69,15
94,15
177,15
196,15
223,15
253,15
254,15
323,15
368,15
388,15
420,15
421,15
449,15
531,15
751,15
763,15
764,15
767,15
20,16
21,16
23,16
44,16
45,16
47,16
142,16
143,16
168,16
169,16
222,16
375,16
392,16
393,16
416,16
417,16
418,16
526,16
527,16
603,16
604,16
605,16
606,16
682,16
683,16
757,16
765,16
766,16
768,16
239,17
360,17
409,17
410,17
515,17
516,17
517,17
518,17
532,17
672,17
673,17
37,18
85,18
86,18
87,18
154,18
162,18
236,18
251,18
252,18
396,18
397,18
398,18
512,18
547,18
568,18
650,18
651,18
653,18
654,18
677,18
678,18
721,18
723,18
724,18
249,19
250,19
329,19
330,19
426,19
427,19
503,19
505,19
506,19
559,19
560,19
561,19
562,19
563,19
609,19
610,19
11,20
12,20
39,20
55,20
58,20
59,20
108,20
109,20
130,20
148,20
155,20
187,20
188,20
237,20
238,20
244,20
245,20
327,20
328,20
357,20
374,20
377,20
378,20
428,20
429,20
444,20
504,20
513,20
514,20
543,20
544,20
621,20
622,20
627,20
628,20
704,20
705,20
715,20
716,20
758,20
761,20
762,20
769,20
770,20
771,20
772,20
773,20
774,20
78,21
113,21
151,21
152,21
197,21
199,21
200,21
201,21
202,21
203,21
213,21
261,21
262,21
292,21
301,21
314,21
315,21
317,21
318,21
326,21
346,21
370,21
373,21
407,21
408,21
470,21
471,21
472,21
552,21
553,21
601,21
602,21
733,21
735,21
736,21
737,21
738,21
739,21
740,21
741,21
742,21
743,21
744,21
83,22
97,22
178,22
181,22
191,22
255,22
266,22
267,22
268,22
280,22
290,22
291,22
299,22
304,22
359,22
439,22
440,22
473,22
583,22
644,22
645,22
30,23
31,23
72,23
73,23
114,23
115,23
116,23
117,23
118,23
146,23
147,23
159,23
160,23
179,23
180,23
192,23
193,23
271,23
272,23
279,23
334,23
335,23
347,23
405,23
406,23
521,23
522,23
538,23
539,23
569,23
570,23
571,23
572,23
584,23
585,23
588,23
599,23
600,23
613,23
614,23
629,23
630,23
646,23
647,23
688,23
689,23
710,23
731,23
732,23
750,23
775,23
776,23
777,23
778,23
3,24
22,24
88,24
102,24
103,24
104,24
123,24
321,24
435,24
508,24
528,24
616,24
617,24
618,24
619,24
620,24
652,24
659,24
660,24
661,24
662,24
663,24
664,24
690,24
691,24
692,24
693,24
144,25
145,25
158,25
182,25
183,25
240,25
241,25
269,25
270,25
324,25
325,25
401,25
402,25
403,25
404,25
454,25
455,25
456,25
457,25
542,25
679,25
680,25
681,25
745,25
35,26
36,26
76,26
98,26
111,26
112,26
121,26
175,26
176,26
215,26
242,26
263,26
264,26
363,26
419,26
430,26
431,26
533,26
534,26
564,26
655,26
656,26
753,26
754,26
755,26
759,26
9,27
10,27
124,27
194,27
195,27
209,27
210,27
211,27
212,27
214,27
339,27
340,27
341,27
342,27
390,27
391,27
399,27
400,27
445,27
446,27
447,27
448,27
476,27
477,27
495,27
496,27
615,27
674,27
717,27
718,27
720,27
722,27
40,28
248,28
281,28
282,28
283,28
300,28
302,28
303,28
305,28
306,28
383,28
384,28
385,28
386,28
387,28
481,28
482,28
488,28
493,28
556,28
590,28
597,28
598,28
636,28
643,28
657,28
658,28
675,28
729,28
730,28
32,29
38,29
79,29
80,29
122,29
165,29
166,29
225,29
226,29
295,29
296,29
297,29
298,29
338,29
381,29
450,29
465,29
486,29
487,29
489,29
490,29
509,29
510,29
511,29
535,29
536,29
549,29
665,29
699,29
700,29
701,29
702,29
4,30
66,30
67,30
101,30
120,30
131,30
132,30
133,30
190,30
227,30
276,30
277,30
278,30
309,30
310,30
311,30
312,30
316,30
345,30
348,30
349,30
350,30
351,30
352,30
367,30
466,30
467,30
479,30
480,30
520,30
537,30
554,30
555,30
565,30
566,30
595,30
596,30
631,30
637,30
638,30
641,30
642,30
676,30
698,30
