1 0 -5.508022 50.043912
1 1 -5.508022 49.994629
2 0 -5.099673 50.029831
2 1 -5.043349 49.987588
3 0 0.919959 49.872593
3 1 1.239129 49.942998
4 0 -1.274331 60.003881
4 1 -1.307187 59.888886
4 2 -1.250863 59.910007
4 3 -1.16403 59.982759
5 0 -6.146361 58.445582
5 1 -6.167483 58.452623
5 2 -6.256662 58.436195
5 3 -6.456143 58.377524
5 4 -6.575832 58.314159
5 5 -6.709602 58.267223
5 6 -6.709602 58.227326
5 7 -6.676746 58.173349
5 8 -6.787047 58.156921
5 9 -6.91847 58.203858
5 10 -6.972447 58.109985
5 11 -6.972447 58.04662
5 12 -6.972447 57.980909
5 13 -6.91847 57.941012
5 14 -6.864493 57.894076
5 15 -6.939591 57.835405
5 16 -6.951326 57.807243
5 17 -6.91847 57.746225
5 18 -6.796435 57.769694
5 19 -6.730723 57.800202
5 20 -6.718989 57.85418
5 21 -6.64389 57.877648
5 22 -6.575832 57.929278
5 23 -6.456143 57.922238
5 24 -6.388085 57.941012
5 25 -6.312986 57.987949
5 26 -6.289518 58.03958
5 27 -6.289518 58.058354
5 28 -6.35523 58.063048
5 29 -6.35523 58.121719
5 30 -6.345842 58.128759
5 31 -6.322374 58.152228
5 32 -6.277784 58.173349
5 33 -6.179217 58.18039
5 34 -6.092384 58.220286
5 35 -6.134627 58.215592
5 36 -6.190951 58.255488
5 37 -6.167483 58.307119
5 38 -6.158095 58.361096
5 39 -6.146361 58.412726
5 40 -6.146361 58.445582
6 0 -6.972447 57.628883
6 1 -6.984181 57.635924
7 0 -2.628455 58.945458
7 1 -2.607334 58.968926
7 2 -2.628455 58.97362
7 3 -2.663658 58.997088
7 4 -2.771612 58.990048
7 5 -2.872526 59.001782
7 6 -2.971093 59.001782
7 7 -3.003949 59.046372
7 8 -3.015683 59.093309
7 9 -3.11425 59.154326
7 10 -3.191696 59.154326
7 11 -3.224551 59.065147
7 12 -3.224551 58.990048
7 13 -3.125984 58.957192
7 14 -3.003949 58.950152
7 15 -2.872526 58.961886
7 16 -2.795081 58.950152
7 17 -2.750491 58.940764
7 18 -2.684779 58.92903
7 19 -2.628455 58.945458
8 0 -3.102516 58.830463
8 1 -3.093129 58.865666
8 2 -3.147106 58.900868
8 3 -3.224551 58.92199
8 4 -3.290263 58.910255
8 5 -3.301997 58.853931
8 6 -3.236286 58.814035
8 7 -3.137719 58.821076
8 8 -3.102516 58.830463
9 0 -5.254564 58.215592
9 1 -5.24283 58.208552
9 2 -5.24283 58.156921
9 3 -5.24283 58.105291
9 4 -5.24283 58.081823
9 5 -5.341397 58.051314
9 6 -5.308541 58.004377
9 7 -5.231096 57.969175
9 8 -5.165384 57.936319
9 9 -5.165384 57.922238
9 10 -5.24283 57.894076
9 11 -5.329663 57.870607
9 12 -5.418842 57.858873
9 13 -5.496288 57.81663
9 14 -5.585468 57.811937
9 15 -5.660566 57.781428
9 16 -5.651179 57.711023
9 17 -5.660566 57.67582
9 18 -5.651179 57.617149
9 19 -5.651179 57.577253
9 20 -5.594855 57.558478
9 21 -5.529144 57.53501
9 22 -5.561999 57.516235
9 23 -5.684035 57.52797
9 24 -5.738012 57.511542
9 25 -5.738012 57.481033
9 26 -5.738012 57.464605
9 27 -5.738012 57.457564
9 28 -5.738012 57.391853
9 29 -5.728625 57.361344
9 30 -5.606589 57.356651
9 31 -5.451698 57.375425
9 32 -5.397721 57.380119
9 33 -5.418842 57.333182
9 34 -5.517409 57.302673
9 35 -5.484554 57.290939
9 36 -5.407108 57.286245
9 37 -5.418842 57.267471
9 38 -5.508022 57.201759
9 39 -5.517409 57.171251
9 40 -5.529144 57.159516
9 41 -5.517409 57.117273
9 42 -5.508022 57.093805
9 43 -5.550265 57.086765
9 44 -5.618323 57.039828
9 45 -5.618323 57.028094
9 46 -5.618323 56.997585
9 47 -5.684035 56.962382
9 48 -5.728625 56.896671
9 49 -5.738012 56.870856
9 50 -5.728625 56.828613
9 51 -5.728625 56.769942
9 52 -5.738012 56.751167
9 53 -5.827192 56.739433
9 54 -5.925759 56.725352
9 55 -6.024326 56.690149
9 56 -6.014938 56.659641
9 57 -5.881169 56.654947
9 58 -5.848313 56.647906
9 59 -5.838926 56.647906
9 60 -5.827192 56.617397
9 61 -5.815457 56.55638
9 62 -5.728625 56.525871
9 63 -5.639445 56.476587
9 64 -5.594855 56.453119
9 65 -5.585468 56.453119
9 66 -5.561999 56.46016
9 67 -5.561999 56.464853
9 68 -5.496288 56.490668
9 69 -5.407108 56.521177
9 70 -5.320275 56.568114
9 71 -5.275685 56.593929
9 72 -5.24283 56.610357
9 73 -5.209974 56.624438
9 74 -5.19824 56.617397
9 75 -5.186506 56.605663
9 76 -5.186506 56.551686
9 77 -5.263951 56.464853
9 78 -5.308541 56.392101
9 79 -5.364865 56.324043
9 80 -5.397721 56.2818
9 81 -5.418842 56.239557
9 82 -5.439964 56.164458
9 83 -5.463432 56.122215
9 84 -5.463432 56.079972
9 85 -5.508022 56.023648
9 86 -5.529144 55.950896
9 87 -5.540878 55.906306
9 88 -5.540878 55.845289
9 89 -5.540878 55.819474
9 90 -5.439964 55.833555
9 91 -5.397721 55.796005
9 92 -5.407108 55.732641
9 93 -5.475166 55.671623
9 94 -5.561999 55.57775
9 95 -5.606589 55.490917
9 96 -5.639445 55.415818
9 97 -5.672301 55.333679
9 98 -5.672301 55.30317
9 99 -5.550265 55.30317
9 100 -5.496288 55.345413
9 101 -5.439964 55.472142
9 102 -5.341397 55.608258
9 103 -5.296807 55.676317
9 104 -5.24283 55.746722
9 105 -5.24283 55.781924
9 106 -5.24283 55.819474
9 107 -5.254564 55.882838
9 108 -5.308541 55.95559
9 109 -5.320275 56.00018
9 110 -5.296807 56.011914
9 111 -5.263951 56.030689
9 112 -5.19824 56.079972
9 113 -5.066817 56.178539
9 114 -5.043349 56.183233
9 115 -5.033961 56.190273
9 116 -5.043349 56.122215
9 117 -5.111407 56.035382
9 118 -5.177118 55.950896
9 119 -5.186506 55.875798
9 120 -5.177118 55.838248
9 121 -5.132528 55.875798
9 122 -5.087939 55.882838
9 123 -5.076204 55.882838
9 124 -5.055083 55.925081
9 125 -5.010493 55.943856
9 126 -4.965903 55.932122
9 127 -4.956516 55.932122
9 128 -4.911926 55.918041
9 129 -4.890804 55.901613
9 130 -4.87907 55.901613
9 131 -4.867336 55.906306
9 132 -4.855602 55.913347
9 133 -4.855602 55.936815
9 134 -4.855602 56.049463
9 135 -4.78989 56.023648
9 136 -4.691323 56.00018
9 137 -4.592756 55.95559
9 138 -4.581022 55.936815
9 139 -4.679589 55.925081
9 140 -4.724179 55.875798
9 141 -4.757035 55.819474
9 142 -4.768769 55.763149
9 143 -4.768769 55.713866
9 144 -4.780503 55.664582
9 145 -4.724179 55.615299
9 146 -4.613878 55.566015
9 147 -4.581022 55.458061
9 148 -4.679589 55.364188
9 149 -4.768769 55.225724
9 150 -4.890804 55.087261
9 151 -4.933047 55.000428
9 152 -4.92366 54.904208
9 153 -5.043349 54.960532
9 154 -5.076204 54.904208
9 155 -5.010493 54.789213
9 156 -4.933047 54.662484
9 157 -4.855602 54.624934
9 158 -4.813359 54.636669
9 159 -4.83448 54.777479
9 160 -4.813359 54.815028
9 161 -4.745301 54.829109
9 162 -4.625612 54.784519
9 163 -4.437865 54.69534
9 164 -4.339298 54.669524
9 165 -4.282974 54.732889
9 166 -4.282974 54.815028
9 167 -4.228997 54.822069
9 168 -4.095227 54.796253
9 169 -4.017782 54.796253
9 170 -3.853503 54.789213
9 171 -3.754936 54.822069
9 172 -3.665756 54.847884
9 173 -3.654022 54.852577
9 174 -3.555455 54.873699
9 175 -3.5226 54.904208
9 176 -3.391177 54.948798
9 177 -3.280876 54.941757
9 178 -3.125984 54.937064
9 179 -3.003949 54.922983
9 180 -3.060273 54.892474
9 181 -3.137719 54.892474
9 182 -3.191696 54.859618
9 183 -3.290263 54.815028
9 184 -3.346587 54.732889
9 185 -3.43342 54.636669
9 186 -3.510865 54.540448
9 187 -3.543721 54.458309
9 188 -3.501478 54.380864
9 189 -3.424032 54.322193
9 190 -3.367708 54.284643
9 191 -3.313731 54.200157
9 192 -3.290263 54.188423
9 193 -3.257407 54.218932
9 194 -3.24802 54.200157
9 195 -3.191696 54.155567
9 196 -3.137719 54.078122
9 197 -3.027417 54.103937
9 198 -2.881914 54.129752
9 199 -2.729369 54.218932
9 200 -2.651924 54.200157
9 201 -2.729369 54.136793
9 202 -2.729369 54.052307
9 203 -2.750491 53.949046
9 204 -2.849058 53.890375
9 205 -2.917116 53.765993
9 206 -2.839671 53.751912
9 207 -2.738757 53.733137
9 208 -2.849058 53.648651
9 209 -2.917116 53.543043
9 210 -2.938238 53.477332
9 211 -2.881914 53.425702
9 212 -2.795081 53.399887
9 213 -2.860792 53.371725
9 214 -2.949972 53.287238
9 215 -3.11425 53.294279
9 216 -3.358321 53.287238
9 217 -3.677491 53.298973
9 218 -3.919215 53.214487
9 219 -4.160939 53.087757
9 220 -4.36042 52.963375
9 221 -4.581022 52.822565
9 222 -4.491842 52.789709
9 223 -4.228997 52.895317
9 224 -4.029516 52.923479
9 225 -3.99666 52.822565
9 226 -3.99666 52.702876
9 227 -3.984926 52.601963
9 228 -3.963805 52.555026
9 229 -3.853503 52.508089
9 230 -3.930949 52.421256
9 231 -3.95207 52.386054
9 232 -4.04125 52.266365
9 233 -4.205529 52.198307
9 234 -4.414397 52.109127
9 235 -4.592756 52.036375
9 236 -4.801625 51.973011
9 237 -5.001106 51.900259
9 238 -5.15365 51.850975
9 239 -5.111407 51.81812
9 240 -5.076204 51.750061
9 241 -5.022227 51.693737
9 242 -4.977637 51.63272
9 243 -4.944782 51.618639
9 244 -4.933047 51.604558
9 245 -4.822746 51.592823
9 246 -4.691323 51.625679
9 247 -4.524698 51.721899
9 248 -4.36042 51.768836
9 249 -4.294708 51.750061
9 250 -4.27124 51.707818
9 251 -4.250118 51.604558
9 252 -4.184407 51.564661
9 253 -3.963805 51.557621
9 254 -3.832382 51.63272
9 255 -3.776058 51.63976
9 256 -3.722081 51.618639
9 257 -3.654022 51.557621
9 258 -3.543721 51.468441
9 259 -3.445154 51.398036
9 260 -3.334853 51.372221
9 261 -3.179962 51.379261
9 262 -3.06966 51.426198
9 263 -2.982827 51.508337
9 264 -2.860792 51.564661
9 265 -2.750491 51.592823
9 266 -2.586212 51.667922
9 267 -2.475911 51.721899
9 268 -2.464177 51.646801
9 269 -2.553357 51.557621
9 270 -2.705901 51.433239
9 271 -2.839671 51.337018
9 272 -2.881914 51.254879
9 273 -2.938238 51.212636
9 274 -3.003949 51.191515
9 275 -3.179962 51.177434
9 276 -3.489744 51.184474
9 277 -3.754936 51.177434
9 278 -4.017782 51.144578
9 279 -4.029516 51.116416
9 280 -4.118696 51.024889
9 281 -4.294708 50.949791
9 282 -4.414397 50.790206
9 283 -4.658468 50.621234
9 284 -4.867336 50.473383
9 285 -5.043349 50.353695
9 286 -5.165384 50.262168
9 287 -5.320275 50.198803
9 288 -5.451698 50.135439
9 289 -5.508022 50.043912
10 0 -5.508022 49.994629
10 1 -5.451698 50.072074
10 2 -5.385987 50.100236
