ABHA4A,EXET40
ABHA4A,LANG40
AMEM4A_EPN,AMEM4A_SEP
AMEM4A_EPN,ECLA40_AQUL
AMEM4A_EPN,IVER4A
CARR4A,DAIN40
CARR4B,DAIN40
CARR4H,DAIN40
CARR4H,KEAR4A
CASS1Q,LAIR1Q
CATY1Q,DALM10
CATY1R,DALM10
CEAN1Q,MILW1S
CELL40_AQUL,CELL40_SPM
CELL40_AQUL,DAIN40
CELL40_AQUL,DRAK40
CELL40_AQUL,MACC40
CHAP10,DUMF10
CHAP10,GRNA10
CHAP10,HAKB1A
CHAR10,GLAG1Q
CHAR10,GLAG1R
CHAR10,LYND1Q
CHAR10,LYND1R
CHAR10,ABNE10
CHAS2Q,DALM2Q
CHAS2R,DALM2R
CHIC40,EXET40
CHIC40,MANN40
CHSI20,WWEY20
CHTE20,HIGM20
CILF2A,CILF40
CILF2A,UPPB20
CILF2B,CILF40
CILF2B,UPPB20
CILF40,IMPP40
CILF40,PEMB40
CILF40,RASS40
CILF40,SWAN40
CILF40,WHSO4A
CITR41,CITR42
CITR41,SJOW40
CITR41,WHAM4A
AMEM4B_EPN,AMEM4B_SEP
AMEM4B_EPN,ECLA40_AQUL
AMEM4B_EPN,IVER4B
CITR42,WHAM4B
CLAC1Q,INVE10
CLAC1Q,SLOY10
CLAY1R,REDM1R
CLAY1S,REDM1Q
CLEV4A,KEMS40
CLUN1S,COUA10
CLUN1S,ERRO10
CLUN1T,COUA10
CLUN1T,ERRO10
CLYM20,DALM2Q
CLYM20,DALM2R
CLYM20,EERH20
CLYM20,EKIL2Q
CLYM20,EKIL2R
CLYM20,LOAN20
COAT2Q,NEAR20
COAT2R,NEAR20
COCK20,COCK4Q
COCK20,COCK4R
COCK20,KAIM20
COCK20,SMEA20
COCK4Q,ECCL40
COCK4R,ECCL40
COSO40,RAYL40
COSO40,TILB40
COTT40,EASO40
COTT40,KEAD4C
COTT40,KEAD4D
COTT40,STAY40
COVE20,HAMH20
COVE20,RATS2A
COWB2A,PYLE20
COWL40,CULJ4A
COWL40,DIDC40
COWL40,ECLA40_AQUL
COWL40,LEIB4A
COWL40,MITY40
COWL40,WALH40
COYL10,COYL20
COYL10,COYT1T
COYL10,MAYT1T
ARBR1Q,DENS1Q
COYL20,COYW2S
COYL20,COYW2T
COYL20,MAHI20
COYT1T,MAYB10
COYT1T,NEIL10
COYW2S,KILS20
COYW2T,KILS20
CRAI10,FOGG1Q
CRAI10,FOGG1R
CRAI10,KINT10
CRAI10,REDM1Q
CRAI10,REDM1R
CRAI10,WOHI1Q
CRAI10,WOHI1R
CREB2A,CREB40
CREB2A,SAES20
CREB2B,CREB40
CREB2B,SAEN20
CREB40,KEAD4A
CREB40,KEAD4B
CREB40,THTO40
CROO1Q,NEIL10
CROO1R,NEIL10
ARBR1R,TEAL10
CRUA2Q,CRUA2S
CRUA2R,CRUA2T
CRUA2S,DALL20
CRUA2T,DALL20
CULJ4A,DIDC40
CULL1Q,DEAN1Q
CULL1Q,BEAU10
CUPA1Q,LEVT1Q
CUPA1R,LEVT1R
ARDK10,INVE10
ARDK10,SLOY1T
CURR10,CURR20
CURR10,GORG1Q
CURR10,GORG1R
CURR10,LING1Q
CURR10,LING1R
CURR20,GRMO20
CURR20,KAIM20
CURR20,KINC20
CURR20,SIGH2Q
CURR20,SIGH2R
CURR20,SMEA20
DAAS20,BEAU20
DAIN40,KEAR40
DAIN40,MACC40
DAIN40,WEAV4A
DAIN40,WEAV4B
DALL20,INVR20
DALL20,WIYH20
DALM10,DALM2Q
DALM10,DALM2R
DALM10,SANX1Q
DALM10,SANX1R
DALM2Q,CHAS2Q
DALM2Q,DALM10
DALM2R,CHAS2R
DALM2R,DALM10
DEES40,PENT40
DEES40,TREU4A
DEES40,TREU4B
DEES40,WEAV4A
DEES40,WEAV4B
ARDR2Q,STRB20
ARDR2Q,BEAU20
DENS1Q,TEAL10
DEVM10,DEVM40
DEVM10,ERSK1Q
DEVM10,SPAV1Q
DEVM10,SPAV1R
DEVM40,INKI40
DEVM40,WIYH4Q
DEVO10,STIR1Q
DEVO10,WFIE10
DEWP2Q,WHHO2R
DEWP2R,WHHO2Q
DINO40,PENT40
DOUN10,DOUN20
DOUN10,THSO1Q
DOUN10,THSO1R
DOUN20,GORW20
ARMO10,DUGR1Q
DRAK20,DRAK40
DRAK40,HAMH40_AQUL
DRAK40,OLDB4A
DRAK40,RATS40
DRAK40,RUGE40
DRAK40,WILE40
DRAX40,EGGB40
DRAX40,FENW4A
DRAX40,THOM40
DRAX40,THTO40
DRUM2Q,WIYH20
DRUM2R,WIYH20
DUBE1Q,MYBS1R
DUBR4A,FORD4A
DUBR4A,THOM40
DUBR4B,FORD4B
DUBR4B,STSB4A
AUCH20,MAHI20
DUDH1Q,GLAG1Q
DUDH1Q,MILC10
DUDH1R,GLAG1R
DUDH1R,MILC10
DUGR1Q,EDIN10
DUMF10,TONG1Q
DUNB1Q,INWI1Q
DUNB1R,INWI1R
DUNE10,GALA10
DUNE10,SMEA10
DUNF1Q,INKE1Q
DUNF1Q,MOSM10
DUNF1R,INKE1R
DUNF1R,MOSM10
DUNG20,DUNG40
ABHA4B,EXET40
ABHA4B,LANG40
AXMI40_SEP,CHIC40
AXMI40_SEP,AXMI40_SWEB
AXMI40_SEP,EXET40
DUNG40,NINF40
DUNG40,SELL40
DUNO1Q,WHTB1S
DUNO1R,WHTB1T
DYCE1Q,KINT10
DYCE1R,KINT10
EALI20,LALE20_SEP
EALI20,WISD2A
EASO40,WYMO40
EASO40,LITB40
EAST1Q,GLLE10
ECCL10,ECCL40
ECCL10,GALA10
ECCL40,STWB4A
ECCL40,STWB4B
ECCL40,TORN40
ECLA40_AQUL,ECLA40_EME
ECLA40_AQUL,LEIB4B
ECLA40_AQUL,PAFB4A
ECLA40_AQUL,PAFB4B
EERH20,LOAN20
EERH20,NEAR20
EGGB40,FERR4A
EGGB40,MONF40
EGGB40,MONF4A
EGGB40,ROCH4A
EGGB40,STSB40
EGGB40,THOM40
EKIL2Q,EKIL2S
EKIL2Q,STHA20
EKIL2R,EKIL2T
EKIL2R,STHA20
EKIS20,NEIL20
EKIS20,STHA20
EKIS20,WHIL20
AYRR2Q,COYW2S
ELDE1Q,JOHN1Q
ELDE1Q,NEIL10
ELDE1R,JOHN1R
ELDE1R,NEIL10
ELGI1Q,KEIT10
ELGI1Q,NAIR10
ELGI1R,KEIT10
ELGI1R,NAIR10
ELLA20,FERR20_NED
ELLA20,KIRK20
ELLA20,STAL20
ELST20,ELST40
ELST20,ELST4B
ELST20,MILH2A_EPN
ELST20,MILH2B_EPN
ELST20,WARL20
ELST20,WATS20
ELST40,ELST4A
ELST40,SJOW40
ELST4A,SUND40
ELST4B,SUND40
ELVA40,HAKB4A
ELVA40,LINM40
ELVA40,STHA40
ELVA40,COAL40
ELVA40,GRNA40
ELVA40,ELVA2Q
ELVA40,ELVA2R
AYRR2R,COYW2T
ENDE40,PAFB4A
ENDE40,PAFB4B
ENDE40,RATS40
ERRO10,ERRO1A
ERRO10,ERRO1B
ERRO10,TUMB1Q
ERRO10,TUMB1R
ERRO10,GRIF1S
ERRO10,GRIF1T
ERRO10,ERRO1T
ERRO1A,FAUG10
ERRO1B,FAUG10
ESST10,KIER1R
ESST10,PART1Q
ESST10,WIYH10
EXET40,TAUN4A
EXET40,TAUN4B
FAAR1Q,BEAU10
FAAR1R,BEAU10
BAGA1Q,DRCR1Q
BAGA1Q,BONN10
FASN10,FASN1Q
FASN10,FAUG1Q
FASN10,BEAU10
FAUG10,LAGG1Q
FAUG10,LOCL1Q
FAUG10,LOCL1R
FAUG10,FASN1Q
FAUG10,FAUG1Q
FAUG10,GLDO1G
FAWL40,LOVE40
FAWL40,MANN40
FAWL40,MAWO40
FECK20,FECK40
FECK40,HAMH40_AQUL
FECK40,IRON40
FECK40,MITY40
FECK40,WALH40
FENW4A,KEAD40
FERO10,FERO1S
FERO1S,INVE10
FERO1S,TAYN1R
FERR20_NED,FERR20_YED
FERR20_NED,FERR2A_NED
FERR20_NED,FERR2B_NED
FERR20_NED,FERR4A
FERR20_NED,MONF20
FERR20_NED,SKLG20
BAGA1R,DRCR1R
BAGA1R,BONN10
FERR2A_NED,FERR2A_YED
FERR2A_NED,MONF20
FERR2B_NED,FERR2B_YED
FERR2B_NED,SKLG20
FFES20,TRAW20
FIDD1B,FIDD1Q
FIDD1Q,FOGG1R
FIDF20,FROD20
FIDF20,RAIN20
FIFE10,WFIE10
BAGB20,MAGA20
BAGB20,SWAN20_SPM
FIFE1B,WFIE10
FINL1Q,KIIN10
FLEE40,LOVE40
FOGG1Q,KINT10
FOGG1Q,TARL1Q
FOGG1R,TARL1R
FORD4A,STAL4A
FORD4B,MACC40
FOUR20,HARK20
FOUR20,STEW2A
FRAS1Q,LUMB1Q
FRAS1R,LUMB1R
BAIN10,BONN10
FROD20,FROD40
FROD40,ROCK40
FWIL1Q,LOCL1Q
FWIL1R,KILO10
FWIL1R,LOCL1R
GALA10,HAWI10
GALA10,SELM10
GARB1Q,HELE10
