18,1
79,1
106,1
192,1
212,1
241,1
272,1
273,1
285,1
347,1
393,1
414,1
447,1
448,1
478,1
479,1
565,1
566,1
804,1
805,1
14,2
15,2
39,2
40,2
63,2
66,2
67,2
86,2
110,2
125,2
126,2
135,2
170,2
190,2
191,2
231,2
232,2
233,2
283,2
284,2
455,2
456,2
457,2
458,2
473,2
568,2
569,2
666,2
694,2
695,2
807,2
808,2
809,2
814,2
16,3
91,3
92,3
121,3
201,3
202,3
236,3
246,3
247,3
261,3
275,3
276,3
277,3
278,3
279,3
280,3
330,3
355,3
356,3
386,3
387,3
388,3
389,3
390,3
391,3
446,3
449,3
535,3
536,3
558,3
559,3
602,3
618,3
619,3
646,3
664,3
665,3
734,3
735,3
736,3
737,3
753,3
779,3
800,3
150,4
151,4
152,4
153,4
164,4
185,4
186,4
357,4
418,4
419,4
560,4
561,4
721,4
722,4
754,4
815,4
44,5
52,5
88,5
104,5
105,5
111,5
112,5
127,5
128,5
129,5
165,5
166,5
167,5
213,5
215,5
216,5
217,5
218,5
219,5
281,5
282,5
291,5
292,5
301,5
399,5
400,5
443,5
444,5
445,5
487,5
488,5
489,5
497,5
503,5
504,5
505,5
573,5
574,5
592,5
593,5
640,5
667,5
718,5
720,5
729,5
751,5
752,5
783,5
784,5
785,5
786,5
787,5
788,5
789,5
794,5
34,6
35,6
82,6
83,6
130,6
131,6
132,6
160,6
161,6
174,6
175,6
194,6
195,6
196,6
208,6
209,6
274,6
293,6
294,6
327,6
358,6
359,6
372,6
431,6
432,6
555,6
556,6
596,6
607,6
608,6
609,6
610,6
621,6
622,6
623,6
624,6
652,6
653,6
668,6
669,6
685,6
686,6
727,6
728,6
803,6
56,7
57,7
60,7
148,7
149,7
171,7
220,7
221,7
234,7
235,7
295,7
296,7
310,7
311,7
368,7
369,7
501,7
502,7
531,7
532,7
533,7
534,7
625,7
626,7
19,8
22,8
23,8
93,8
109,8
139,8
140,8
141,8
142,8
143,8
172,8
193,8
207,8
229,8
287,8
288,8
289,8
302,8
312,8
313,8
315,8
322,8
324,8
338,8
339,8
341,8
342,8
350,8
371,8
384,8
394,8
395,8
396,8
397,8
398,8
433,8
434,8
435,8
463,8
466,8
467,8
468,8
506,8
587,8
588,8
641,8
683,8
684,8
755,8
778,8
780,8
781,8
782,8
790,8
791,8
792,8
793,8
801,8
802,8
24,9
25,9
27,9
49,9
50,9
51,9
54,9
55,9
156,9
157,9
158,9
159,9
173,9
183,9
184,9
197,9
198,9
259,9
260,9
290,9
348,9
349,9
427,9
428,9
429,9
430,9
484,9
485,9
486,9
577,9
642,9
643,9
644,9
645,9
719,9
122,10
123,10
144,10
203,10
204,10
256,10
257,10
263,10
264,10
268,10
269,10
353,10
354,10
402,10
453,10
454,10
537,10
539,10
540,10
547,10
578,10
579,10
597,10
598,10
599,10
600,10
601,10
648,10
649,10
660,10
661,10
744,10
745,10
757,10
758,10
4,11
6,11
7,11
17,11
43,11
46,11
47,11
80,11
81,11
103,11
155,11
162,11
168,11
178,11
179,11
187,11
222,11
223,11
238,11
239,11
240,11
286,11
306,11
