0,255,0
255,0,0
255,185,26
255,0,255
0,246,132
0,70,255
193,53,132
0,211,255
79,106,0
132,44,0
0,149,132
193,132,229
185,255,79
158,132,123
255,97,0
70,0,62
0,106,53
0,193,53
255,141,141
141,0,211
167,0,44
44,97,202
176,141,70
255,0,185
123,106,149
0,255,229
0,44,70
132,0,141
79,62,26
255,18,123
246,158,202
132,202,97
255,246,0
237,255,167
149,255,193
