DisplayBranchPie -3.984 56.076
DisplayTransmissionLine -3.934 56.091
DisplayCircuitBreaker -3.938 56.089
DisplayCircuitBreaker -4.007 56.063
DisplayBranchPie -3.972 56.076
DisplayLoad -3.932 56.091
DisplayLoadField -3.932 56.09
DisplayLoadField -3.934 56.088
DisplayBus -4.145 57.319
DisplayBusField -4.151 57.33
DisplayBus -5.172 57.51
DisplayBusField -5.19 57.512
DisplayBus -4.145 57.31
DisplayBusField -4.154 57.31
DisplayBus -5.213 57.649
DisplayBusField -5.218 57.658
DisplayBus -4.739 57.65
DisplayBusField -4.75 57.651
DisplayBus -4.716 57.651
DisplayBusField -4.701 57.652
DisplayBus -4.166 57.47
DisplayBusField -4.177 57.471
DisplayBus -4.166 57.478
DisplayBusField -4.177 57.485
DisplayBus -3.609 57.384
DisplayBusField -3.615 57.384
DisplayBus -1.999 55.695
DisplayBusField -2.008 55.706
DisplayBus -1.997 55.679
DisplayBusField -2.004 55.691
DisplayBus -2.413 55.514
DisplayBusField -2.352 55.515
DisplayTransmissionLine -2.001 55.698
DisplayCircuitBreaker -2.003 55.697
DisplayCircuitBreaker -2.358 55.515
DisplayBranchPie -2.181 55.606
DisplayTransmissionLine -1.999 55.685
DisplayCircuitBreaker -2.002 55.683
DisplayCircuitBreaker -2.352 55.515
DisplayBranchPie -2.177 55.599
DisplayLoad -1.999 55.701
DisplayLoadField -1.999 55.7
DisplayLoadField -1.999 55.699
DisplayLoad -1.999 55.685
DisplayLoadField -1.997 55.688
DisplayLoadField -1.997 55.685
DisplayBus -3.229 57.566
DisplayBusField -3.249 57.569
DisplayBus -2.923 57.159
DisplayBusField -2.938 57.161
DisplayTransmissionLine -3.21 57.566
DisplayCircuitBreaker -3.208 57.563
DisplayCircuitBreaker -2.919 57.163
DisplayBranchPie -3.068 57.36
DisplayTransmissionLine -3.214 57.566
DisplayCircuitBreaker -3.216 57.565
DisplayCircuitBreaker -3.608 57.389
DisplayBranchPie -3.412 57.477
DisplayBus -1.844 57.425
DisplayBusField -1.85 57.477
DisplayTransmissionLine -3.197 57.566
DisplayCircuitBreaker -3.191 57.565
DisplayCircuitBreaker -1.849 57.45
DisplayBranchPie -2.52 57.508
DisplayBus -3.087 57.621
DisplayBusField -3.094 57.622
DisplayTransmissionLine -3.204 57.567
DisplayCircuitBreaker -3.08 57.619
DisplayCircuitBreaker -3.2 57.569
DisplayBranchPie -3.14 57.594
DisplayBus -3.88 55.759
DisplayBusField -3.858 55.761
DisplayBus -3.828 55.845
DisplayBusField -3.794 55.847
DisplayTransmissionLine -3.871 55.758
DisplayCircuitBreaker -3.816 55.844
DisplayCircuitBreaker -3.869 55.76
DisplayBranchPie -3.843 55.802
DisplayGen -3.878 55.759
DisplayGenField -3.874 55.757
DisplayGenField -3.874 55.756
DisplayBus -3.852 57.218
DisplayBusField -3.845 57.218
DisplayTransmissionLine -3.848 57.218
DisplayCircuitBreaker -4.144 57.32
DisplayCircuitBreaker -3.85 57.218
DisplayBranchPie -3.997 57.269
DisplayBus -3.863 57.218
DisplayBusField -3.871 57.219
DisplayTransmissionLine -3.86 57.218
DisplayCircuitBreaker -4.144 57.31
DisplayCircuitBreaker -3.861 57.218
DisplayBranchPie -4.002 57.264
DisplayLoad -3.846 57.218
DisplayLoadField -3.85 57.215
DisplayBus -3.43 57.415
DisplayBusField -3.44 57.416
DisplayTransmissionLine -3.848 57.218
DisplayCircuitBreaker -3.428 57.413
DisplayCircuitBreaker -3.845 57.219
DisplayBranchPie -3.637 57.316
DisplayGen -4.016 56.063
DisplayGenField -4.029 56.059
DisplayGenField -4.031 56.058
DisplayBus -3.988 56.341
DisplayBusField -4.001 56.342
DisplayTransmissionLine -3.979 56.341
DisplayCircuitBreaker -3.979 56.339
DisplayCircuitBreaker -4.022 56.065
DisplayBranchPie -4 56.202
DisplayBus -3.968 56.341
DisplayBusField -3.957 56.342
DisplayTransmissionLine -3.96 56.341
DisplayCircuitBreaker -3.961 56.339
DisplayCircuitBreaker -4.018 56.063
DisplayBranchPie -3.989 56.201
DisplayBus -4.212 56.437
DisplayBusField -4.225 56.438
DisplayBus -4.188 56.437
DisplayBusField -4.169 56.438
DisplayGen -4.205 56.437
DisplayGenField -4.205 56.436
DisplayLoad -4.194 56.437
DisplayLoadField -4.205 56.44
DisplayGen -4.186 56.437
DisplayGenField -4.182 56.433
DisplayLoad -4.173 56.437
DisplayLoadField -4.182 56.44
DisplayTransmissionLine -3.985 56.341
DisplayCircuitBreaker -4.196 56.436
DisplayCircuitBreaker -3.987 56.342
DisplayBranchPie -4.092 56.389
DisplayTransmissionLine -3.966 56.341
DisplayCircuitBreaker -4.176 56.436
DisplayCircuitBreaker -3.969 56.342
DisplayBranchPie -4.072 56.389
DisplayTransmissionLine -4.207 56.437
DisplayCircuitBreaker -4.24 56.796
DisplayCircuitBreaker -4.207 56.439
DisplayBranchPie -4.223 56.618
DisplayTransmissionLine -4.184 56.437
DisplayCircuitBreaker -4.223 56.794
DisplayCircuitBreaker -4.185 56.439
DisplayBranchPie -4.204 56.617
DisplayBus -4.013 56.047
DisplayBusField -3.981 56.048
DisplayBus -3.69 56.1
DisplayBusField -3.708 56.101
DisplayTransmissionLine -3.992 56.047
DisplayCircuitBreaker -3.684 56.099
DisplayCircuitBreaker -3.987 56.048
DisplayBranchPie -3.835 56.073
DisplayTransmissionLine -4.91 56.28
DisplayCircuitBreaker -4.765 56.136
DisplayCircuitBreaker -4.908 56.278
DisplayBranchPie -4.837 56.207
DisplayBus -4.494 55.869
DisplayBusField -4.502 55.87
DisplayBus -4.436 55.859
DisplayBusField -4.44 55.869
DisplayTransmissionLine -4.487 55.869
DisplayCircuitBreaker -4.481 55.869
DisplayCircuitBreaker -4.442 55.864
DisplayBranchPie -4.46 55.866
DisplayBus -4.614 55.821
DisplayBusField -4.597 55.822
DisplayTransmissionLine -4.488 55.869
DisplayCircuitBreaker -4.491 55.868
DisplayCircuitBreaker -4.601 55.822
DisplayBranchPie -4.546 55.845
DisplayBus -4.494 55.86
DisplayBusField -4.503 55.861
DisplayBus -4.436 55.845
DisplayBusField -4.442 55.845
DisplayTransmissionLine -4.481 55.86
DisplayCircuitBreaker -4.476 55.859
DisplayCircuitBreaker -4.441 55.852
DisplayBranchPie -4.457 55.856
DisplayBus -4.567 55.881
DisplayBusField -4.58 55.882
DisplayTransmissionLine -4.49 55.86
DisplayCircuitBreaker -4.535 55.879
DisplayCircuitBreaker -4.494 55.862
DisplayBranchPie -4.515 55.87
DisplayBus -4.604 55.903
DisplayBusField -4.608 55.911
DisplayTransmissionLine -4.552 55.881
DisplayCircuitBreaker -4.601 55.906
DisplayCircuitBreaker -4.555 55.882
DisplayBranchPie -4.578 55.894
DisplayBus -4.604 55.891
DisplayBusField -4.608 55.898
DisplayTransmissionLine -4.563 55.881
DisplayCircuitBreaker -4.601 55.892
DisplayCircuitBreaker -4.566 55.882
DisplayBranchPie -4.584 55.887
DisplayBus -4.64 55.827
DisplayBusField -4.647 55.828
DisplayTransmissionLine -4.541 55.881
DisplayCircuitBreaker -4.543 55.879
DisplayCircuitBreaker -4.624 55.829
DisplayBranchPie -4.584 55.855
DisplayBus -2.745 56.786
DisplayBusField -2.773 56.789
DisplayBus -2.488 56.725
DisplayBusField -2.495 56.725
DisplayTransmissionLine -2.701 56.786
DisplayCircuitBreaker -2.699 56.786
DisplayCircuitBreaker -2.49 56.733
DisplayBranchPie -2.594 56.759
DisplayGen -2.488 56.732
DisplayGenField -2.477 56.734
DisplayLoad -2.488 56.727
DisplayLoadField -2.486 56.729
DisplayBus -2.488 56.738
DisplayBusField -2.493 56.751
DisplayTransmissionLine -2.704 56.786
DisplayCircuitBreaker -2.49 56.742
DisplayCircuitBreaker -2.702 56.786
DisplayBranchPie -2.596 56.764
DisplayGen -2.49 56.746
DisplayGenField -2.475 56.748
DisplayLoad -2.488 56.74
DisplayLoadField -2.484 56.742
DisplayBus -2.313 56.894
DisplayBusField -2.292 56.895
DisplayTransmissionLine -2.732 56.786
DisplayCircuitBreaker -2.306 56.893
DisplayCircuitBreaker -2.73 56.787
DisplayBranchPie -2.518 56.84
DisplayTransmissionLine -2.71 56.787
DisplayCircuitBreaker -2.71 56.786
DisplayCircuitBreaker -2.728 56.678
DisplayBranchPie -2.719 56.732
DisplayBus -6.161 57.275
DisplayBusField -6.174 57.276
DisplayLoad -6.146 57.276
DisplayLoadField -6.146 57.273
DisplayLoadField -6.148 57.272
DisplayBus -5.338 57.087
DisplayBusField -5.353 57.089
DisplayTransmissionLine -6.14 57.275
DisplayCircuitBreaker -6.135 57.274
DisplayCircuitBreaker -5.324 57.089
DisplayBranchPie -5.734 57.237
DisplayBus -3.578 58.192
DisplayBusField -3.567 58.193
DisplayBus -3.561 58.177
DisplayBusField -3.548 58.178
DisplayTransmissionLine -3.572 58.192
DisplayCircuitBreaker -3.571 58.191
DisplayCircuitBreaker -3.557 58.179
DisplayBranchPie -3.564 58.185
DisplayBus -3.32 58.366
DisplayBusField -3.305 58.367
DisplayTransmissionLine -3.553 58.177
DisplayCircuitBreaker -3.32 58.364
DisplayCircuitBreaker -3.551 58.179
DisplayBranchPie -3.436 58.272
DisplayBus -4.403 58.044
DisplayBusField -4.414 58.045
DisplayTransmissionLine -3.555 58.177
DisplayCircuitBreaker -4.37 58.046
DisplayCircuitBreaker -3.564 58.176
DisplayBranchPie -3.967 58.111
DisplayBus -3.8 55.957
DisplayBusField -3.807 55.972
DisplayBus -3.8 55.945
DisplayBusField -3.809 55.945
DisplayBus -3.701 55.935
DisplayBusField -3.606 55.937
DisplayTransmissionLine -3.798 55.964
DisplayCircuitBreaker -3.794 55.964
DisplayCircuitBreaker -3.674 55.936
DisplayBranchPie -3.734 55.95
DisplayTransmissionLine -3.798 55.95
DisplayCircuitBreaker -3.794 55.949
DisplayCircuitBreaker -3.697 55.937
DisplayBranchPie -3.746 55.943
DisplayLoad -3.8 55.96
DisplayLoadField -3.817 55.965
DisplayLoadField -3.817 55.963
DisplayLoad -3.802 55.947
DisplayLoadField -3.817 55.952
DisplayLoadField -3.817 55.95
DisplayBus -3.518 56.425
DisplayBusField -3.494 56.426
DisplayTransmissionLine -3.503 56.425
DisplayCircuitBreaker -3.498 56.424
DisplayCircuitBreaker -3.086 56.473
DisplayBranchPie -3.334 56.384
DisplayLoad -3.501 56.425
DisplayLoadField -3.505 56.433
DisplayBus -4.516 55.727
DisplayBusField -4.438 55.729
DisplayBus -4.546 55.752
DisplayBusField -4.55 55.759
DisplayBus -4.546 55.743
DisplayBusField -4.548 55.743
DisplayTransmissionLine -4.507 55.727
DisplayCircuitBreaker -4.543 55.746
DisplayCircuitBreaker -4.511 55.729
DisplayBranchPie -4.528 55.737
DisplayBus -4.399 55.662
DisplayBusField -4.418 55.665
DisplayTransmissionLine -4.447 55.727
DisplayCircuitBreaker -4.445 55.724
DisplayCircuitBreaker -4.383 55.665
DisplayBranchPie -4.414 55.695
DisplayBus -4.656 55.677
DisplayBusField -4.668 55.678
DisplayTransmissionLine -4.496 55.727
DisplayCircuitBreaker -4.5 55.725
DisplayCircuitBreaker -4.639 55.679
DisplayBranchPie -4.569 55.702
DisplayBus -5.633 55.62
DisplayBusField -5.655 55.622
DisplayBus -5.577 55.619
DisplayBusField -5.534 55.621
DisplayBus -5.499 56.082
DisplayBusField -5.518 56.084
DisplayBus -5.475 56.082
DisplayBusField -5.455 56.083
DisplayTransmissionLine -5.607 55.619
DisplayCircuitBreaker -5.49 56.08
DisplayCircuitBreaker -5.606 55.62
DisplayBranchPie -5.548 55.851
DisplayTransmissionLine -5.549 55.619
DisplayCircuitBreaker -5.457 56.081
DisplayCircuitBreaker -5.548 55.62
DisplayBranchPie -5.503 55.852
DisplayGen -5.625 55.62
DisplayGenField -5.652 55.616
DisplayLoad -5.597 55.621
DisplayLoadField -5.608 55.608
DisplayGen -5.563 55.619
DisplayGenField -5.582 55.614
DisplayLoad -5.549 55.619
DisplayLoadField -5.549 55.614
DisplayBus -4.154 55.224
DisplayBusField -4.138 55.225
DisplayBus -4.175 55.191
DisplayBusField -4.179 55.19
DisplayTransmissionLine -4.141 55.224
DisplayCircuitBreaker -4.143 55.223
DisplayCircuitBreaker -4.173 55.201
DisplayBranchPie -4.158 55.212
DisplayLoad -4.153 55.224
DisplayLoadField -4.151 55.228
DisplayLoadField -4.153 55.227
DisplayBus -4.83 58.266
DisplayBusField -4.841 58.28
DisplayGen -4.83 58.268
DisplayGenField -4.858 58.27
DisplayGenField -4.86 58.268
DisplayLoad -4.83 58.273
DisplayLoadField -4.847 58.276
DisplayLoadField -4.845 58.272
DisplayBus -4.459 58.177
DisplayBusField -4.466 58.197
DisplayTransmissionLine -4.83 58.272
DisplayCircuitBreaker -4.827 58.271
DisplayCircuitBreaker -4.462 58.183
DisplayBranchPie -4.644 58.227
DisplayBus -4.88 57.212
DisplayBusField -4.854 57.213
DisplayGen -4.873 57.212
DisplayGenField -4.886 57.211
DisplayBus -4.7 57.254
DisplayBusField -4.712 57.255
DisplayLoad -4.858 57.212
DisplayLoadField -4.86 57.211
DisplayBus -3.469 55.03
DisplayBusField -3.494 55.032
DisplayBus -3.061 55.253
DisplayBusField -3.074 55.254
DisplayTransmissionLine -3.415 55.031
DisplayCircuitBreaker -3.044 55.25
DisplayCircuitBreaker -3.411 55.034
DisplayBranchPie -3.228 55.142
DisplayTransmissionLine -3.425 55.03
DisplayCircuitBreaker -3.057 55.251
DisplayCircuitBreaker -3.421 55.032
DisplayBranchPie -3.239 55.142
DisplayGen -3.425 55.03
DisplayGenField -3.43 55.02
DisplayLoad -3.443 55.03
DisplayLoadField -3.441 55.028
DisplayBus -2.958 55.014
DisplayBusField -2.975 55.016
DisplayTransmissionLine -3.412 55.03
DisplayCircuitBreaker -3.408 55.03
DisplayCircuitBreaker -2.956 55.015
DisplayBranchPie -3.182 55.022
DisplayBus -3.692 55.211
DisplayBusField -3.705 55.214
DisplayTransmissionLine -3.436 55.031
DisplayCircuitBreaker -3.663 55.209
DisplayCircuitBreaker -3.438 55.033
DisplayBranchPie -3.551 55.121
DisplayTransmissionLine -3.462 55.03
DisplayCircuitBreaker -3.671 55.209
DisplayCircuitBreaker -3.464 55.032
DisplayBranchPie -3.567 55.121
DisplayBus -3.008 56.524
DisplayBusField -3.014 56.528
DisplayTransmissionLine -3.063 56.477
DisplayCircuitBreaker -3.003 56.522
DisplayCircuitBreaker -3.059 56.48
DisplayBranchPie -3.031 56.501
DisplayBus -2.982 56.525
DisplayBusField -2.966 56.526
DisplayTransmissionLine -3.059 56.477
DisplayCircuitBreaker -2.98 56.523
DisplayCircuitBreaker -3.054 56.48
DisplayBranchPie -3.017 56.502
DisplayBus -2.964 56.467
DisplayBusField -2.969 56.476
DisplayTransmissionLine -3.057 56.477
DisplayCircuitBreaker -2.967 56.468
DisplayCircuitBreaker -3.053 56.477
DisplayBranchPie -3.01 56.472
DisplayBus -2.958 56.458
DisplayBusField -2.971 56.459
DisplayTransmissionLine -3.063 56.477
DisplayCircuitBreaker -2.969 56.462
DisplayCircuitBreaker -3.054 56.476
DisplayBranchPie -3.011 56.469
DisplayBus -4.94 56.283
DisplayBusField -4.949 56.284
DisplayTransmissionLine -4.925 56.283
DisplayCircuitBreaker -4.929 56.282
DisplayCircuitBreaker -5.06 56.251
DisplayBranchPie -4.994 56.267
DisplayBus -4.821 56.134
DisplayBusField -4.795 56.134
DisplayTransmissionLine -4.931 56.283
DisplayCircuitBreaker -4.819 56.137
DisplayCircuitBreaker -4.929 56.281
DisplayBranchPie -4.874 56.209
DisplayGen -4.936 56.283
DisplayGenField -4.935 56.281
DisplayGenField -4.935 56.28
DisplayLoad -4.92 56.283
DisplayLoadField -4.92 56.283
DisplayLoadField -4.92 56.282
DisplayBus -2.192 57.007
DisplayBusField -2.177 57.008
DisplayBus -2.111 57.147
DisplayBusField -2.087 57.148
DisplayBus -2.21 57.007
DisplayBusField -2.223 57.008
DisplayBus -2.139 57.147
DisplayBusField -2.154 57.148
DisplayLoad -2.208 57.007
DisplayLoadField -2.208 57.009
DisplayLoad -2.19 57.007
DisplayLoadField -2.19 57.01
DisplayBus -2.233 56.942
DisplayBusField -2.238 56.943
DisplayTransmissionLine -2.183 57.007
DisplayCircuitBreaker -2.184 57.004
DisplayCircuitBreaker -2.218 56.945
DisplayBranchPie -2.201 56.975
DisplayBus -2.247 56.942
DisplayBusField -2.256 56.943
DisplayTransmissionLine -2.202 57.006
DisplayCircuitBreaker -2.204 57.003
DisplayCircuitBreaker -2.236 56.945
DisplayBranchPie -2.22 56.974
DisplayBus -3.748 56.748
DisplayBusField -3.76 56.766
DisplayTransmissionLine -3.749 56.75
DisplayCircuitBreaker -4.184 56.796
DisplayCircuitBreaker -3.753 56.751
DisplayBranchPie -3.968 56.773
DisplayGen -3.75 56.759
DisplayGenField -3.731 56.761
DisplayBus -3.749 56.731
DisplayBusField -3.756 56.731
DisplayTransmissionLine -3.749 56.744
DisplayCircuitBreaker -4.196 56.797
DisplayCircuitBreaker -3.754 56.745
DisplayBranchPie -4.046 56.777
DisplayGen -3.748 56.735
DisplayGenField -3.734 56.737
DisplayBus -3.548 56.699
DisplayBusField -3.555 56.712
DisplayTransmissionLine -3.749 56.75
DisplayCircuitBreaker -3.748 56.75
DisplayCircuitBreaker -3.55 56.707
DisplayBranchPie -3.657 56.73
DisplayTransmissionLine -3.749 56.744
DisplayCircuitBreaker -3.747 56.744
DisplayCircuitBreaker -3.55 56.702
DisplayBranchPie -3.65 56.723
DisplayBus -4.231 55.867
DisplayBusField -4.251 55.869
DisplayTransmissionLine -4.181 55.867
DisplayCircuitBreaker -3.651 56.098
DisplayCircuitBreaker -4.176 55.869
DisplayBranchPie -3.914 55.984
DisplayLoad -4.22 55.868
DisplayLoadField -4.22 55.872
DisplayLoadField -4.222 55.871
DisplayBus -4.197 55.777
DisplayBusField -4.212 55.778
DisplayTransmissionLine -4.201 55.868
DisplayCircuitBreaker -4.2 55.865
DisplayCircuitBreaker -4.181 55.78
DisplayBranchPie -4.191 55.823
DisplayBus -4.156 55.777
DisplayBusField -4.128 55.778
DisplayTransmissionLine -4.166 55.868
DisplayCircuitBreaker -4.165 55.865
DisplayCircuitBreaker -4.148 55.78
DisplayBranchPie -4.156 55.823
DisplayBus -4.028 55.922
DisplayBusField -4.001 55.923
DisplayTransmissionLine -4.154 55.868
DisplayCircuitBreaker -4.026 55.92
DisplayCircuitBreaker -4.15 55.87
DisplayBranchPie -4.088 55.895
DisplayBus -4.36 55.907
DisplayBusField -4.365 55.913
DisplayTransmissionLine -4.227 55.867
DisplayCircuitBreaker -4.355 55.909
DisplayCircuitBreaker -4.232 55.869
DisplayBranchPie -4.293 55.888
DisplayBus -4.36 55.893
DisplayBusField -4.363 55.899
DisplayTransmissionLine -4.222 55.867
DisplayCircuitBreaker -4.355 55.894
DisplayCircuitBreaker -4.227 55.868
DisplayBranchPie -4.291 55.882
DisplayBus -4.324 55.754
DisplayBusField -4.332 55.768
DisplayBus -4.324 55.744
DisplayBusField -4.33 55.744
DisplayBus -4.296 55.782
DisplayBusField -4.257 55.783
DisplayTransmissionLine -4.324 55.76
DisplayCircuitBreaker -4.321 55.762
DisplayCircuitBreaker -4.272 55.782
DisplayBranchPie -4.296 55.772
DisplayTransmissionLine -4.324 55.748
DisplayCircuitBreaker -4.321 55.751
DisplayCircuitBreaker -4.292 55.779
DisplayBranchPie -4.307 55.764
DisplayLoad -4.324 55.758
DisplayLoadField -4.345 55.761
DisplayLoadField -4.345 55.757
DisplayLoad -4.324 55.747
DisplayLoadField -4.343 55.75
DisplayLoadField -4.343 55.747
DisplayBus -2.734 55.93
DisplayBusField -2.742 55.95
DisplayBus -2.803 55.913
DisplayBusField -2.824 55.914
DisplayBus -2.766 55.912
DisplayBusField -2.74 55.914
DisplayGen -2.734 55.944
DisplayGenField -2.721 55.947
DisplayGenField -2.723 55.944
DisplayLoad -2.734 55.935
DisplayLoadField -2.732 55.937
DisplayLoadField -2.734 55.935
DisplayBus -3.014 55.914
DisplayBusField -3.025 55.913
DisplayTransmissionLine -2.736 55.941
DisplayCircuitBreaker -3.009 55.931
DisplayCircuitBreaker -2.741 55.941
DisplayBranchPie -2.874 55.936
DisplayBus -3.268 55.893
DisplayBusField -3.279 55.894
DisplayTransmissionLine -2.734 55.94
DisplayCircuitBreaker -3.263 55.899
DisplayCircuitBreaker -2.739 55.94
DisplayBranchPie -3.001 55.919
DisplayBus -2.471 55.524
DisplayBusField -2.48 55.573
DisplayTransmissionLine -2.757 55.911
DisplayCircuitBreaker -2.753 55.906
DisplayCircuitBreaker -2.477 55.566
DisplayBranchPie -2.614 55.737
DisplayTransmissionLine -2.798 55.913
DisplayCircuitBreaker -2.794 55.909
DisplayCircuitBreaker -2.475 55.545
DisplayBranchPie -2.635 55.728
DisplayBus -4.313 55.374
DisplayBusField -4.33 55.375
DisplayBus -4.184 55.38
DisplayBusField -4.192 55.38
DisplayTransmissionLine -4.294 55.374
DisplayCircuitBreaker -4.188 55.396
DisplayCircuitBreaker -4.291 55.375
DisplayBranchPie -4.239 55.385
DisplayLoad -4.285 55.374
DisplayLoadField -4.285 55.372
DisplayTransmissionLine -4.285 55.374
DisplayCircuitBreaker -4.189 55.388
DisplayCircuitBreaker -4.28 55.375
DisplayBranchPie -4.235 55.381
DisplayTransmissionLine -4.184 55.384
DisplayCircuitBreaker -4.189 55.382
DisplayCircuitBreaker -4.762 55.145
