ABHA4A,27
ABHA4B,27
ABTH20,25
ALDW20,5
ALNE1Q,1
ALNE1R,1
ALVE4A,27
ALVE4B,27
AMEM4A_EPN,11
AMEM4B_EPN,11
ARBR1Q,1
ARBR1R,1
ARDK10,7
ARDR2Q,2
ARMO10,33
AUCH20,32
AXMI40_SEP,27
AYRR2Q,1
AYRR2R,1
BAGA1Q,2
BAGA1R,2
BAGB20,1
BAIN10,2
BARK20_EPN,26
BARK20_LPN,26
BARK40,20
BEDD20_LPN,20
BEDD20_SPN,20
BEDD40,20
BERW1Q,1
BERW1R,1
BESW20,12
BICF4A,5
BICF4B,5
BIHI1Q,30
BIHI1R,30
BIRK20,28
BISW20,12
BLHI20,6
BLYT20,14
BOAG1Q,18
BOAG1R,1
BOLN40,10
BONB20,1
BONN10,2
BOTW40,10
BRAC20,2
BRAE10,17
BRAE1G,17
BRAI4A,16
BRAI4B,1
BRAP10,17
BRAW20,22
BRAW4A,1
BREC10,21
BRED20,22
BRFO40,16
BRID1Q,1
BRID1R,1
BRIM2A_EPN,1
BRIM2B_EPN,16
BRIM2B_LPN,1
BRIM2C_EPN,1
BRIM2C_LPN,1
BRIM2D,16
BRIN20,5
BRIN40,5
BRLE40,10
BROA1Q,33
BROR10,1
BROR1Q,31
BROX1Q,1
BROX1R,1
BRWA4A,27
BRWA4B,27
BUMU10,30
BURW40,16
BUSB20,2
BUSH20,12
BUST20,12
CAAD1Q,7
CAAD1R,7
CAFA1Q,23
CANT40,20
CAPE20,28
CAPE4A,28
CAPE4B,28
CARE20,25
CARR20,12
CARR4A,12
CARR4B,12
CARR4H,12
CASS1Q,1
CEAN1Q,2
CELL40_AQUL,12
CELL40_SPM,12
CHAP10,23
CHAR10,30
CHIC40,27
CHSI20,20
CHTE20,5
CILF2A,25
CILF2B,25
CILF40,25
CITR41,20
CITR42,20
CLAC1Q,7
CLAY1R,1
CLAY1S,1
CLEV4A,20
CLUN1S,30
CLUN1T,30
CLYM20,2
COAT2Q,1
COAT2R,1
COCK20,15
COCK4Q,15
COCK4R,15
COSO40,20
COTT40,5
COUA10,30
COVE20,12
COWB2A,25
COWL40,11
COYL10,1
COYL20,32
COYT1T,1
COYW2S,32
COYW2T,32
CRAI10,21
CREB2A,5
CREB2B,5
CREB40,5
CROO1Q,1
CROO1R,1
CRUA2Q,9
CRUA2R,9
CRUA2S,9
CRUA2T,9
CULJ4A,11
CULL1Q,18
CUMB1Q,2
CUMB1R,2
CUPA1Q,13
CUPA1R,13
CURR10,15
CURR20,15
DAAS20,6
DAIN40,12
DALL20,9
DALM2Q,2
DALM2R,2
DEAN1Q,1
DEES40,28
DENS1Q,1
DEVM10,17
DEVM40,2
DEVO10,13
DEWP2Q,1
DEWP2R,1
DIDC40,10
DINO40,28
DOUN10,31
DOUN20,31
DRAK20,12
DRAK40,12
DRAX40,22
DRCR1Q,1
DRCR1R,1
DRUM2Q,2
DRUM2R,2
DUBE1Q,31
DUBR4A,22
DUBR4B,12
DUDH1Q,1
DUDH1R,1
DUGR1Q,33
DUMF10,23
DUNB1Q,1
DUNB1R,1
DUNE10,23
DUNF1Q,13
DUNF1R,13
DUNG40,10
DUNO1Q,8
DUNO1R,8
DYCE1Q,1
DYCE1R,1
EALI20,11
EASO40,5
EAST1Q,23
ECCL10,1
ECCL40,15
ECLA40_AQUL,11
ECLA40_EME,11
EDIN10,33
EERH20,2
EGGB40,22
EKIL2Q,2
EKIL2R,2
EKIL2S,1
EKIL2T,1
EKIS20,2
ELDE1Q,1
ELDE1R,1
ELGI1Q,18
ELGI1R,18
ELLA20,22
ELST20,11
ELST40,11
ELST4A,11
ELST4B,11
ELVA40,4
ENDE40,11
ERRO10,30
ERSK1Q,17
ERSK1R,1
ESST10,8
EXET40,27
FAAR1Q,18
FAAR1R,1
FASN20,2
FAUG10,2
FAWL40,10
FECK20,12
FECK40,12
FENW4A,5
FERO1S,7
FERR20_NED,22
FERR20_YED,1
FERR2A_NED,22
FERR2A_YED,1
FERR2B_NED,22
FERR2B_YED,1
FERR4A,22
FFES20,28
FIDD1B,21
FIDD1Q,21
FIDF20,29
FIFE10,13
FIFE1B,13
FINL1Q,8
FLEE40,10
FOGG1Q,21
FOGG1R,21
FORD4A,22
FORD4B,12
FOUR20,14
FRAS1Q,1
FRAS1R,1
FROD20,1
FROD40,28
FWIL1Q,2
FWIL1R,34
GALA10,23
GARB1Q,8
GARB1R,8
GARB1T,8
GARE1S,8
GARE1T,8
GIFF2Q,1
GIFF2R,1
GLAG1Q,1
GLAG1R,1
GLFA10,18
GLLE10,23
GLLU1Q,23
GLLU1R,23
GLNI10,13
GLRO20,2
GORG1Q,1
GORG1R,1
GOVA1Q,17
GOVA1R,17
GRAI40,20
GREN40_EME,5
GREN40_EPN,1
GRIW40,5
GRMO20,1
GRNA10,23
GRST20,14
GRTO2A,1
GRTO2B,1
GRUB1Q,1
GRUB1R,1
HACK2A,1
HACK2B,1
HAGR1Q,1
HAGR1R,17
HAKB1A,23
HAKB1B,23
HAKB4A,4
HAMB4A,3
HAMB4B,3
HAMH20,12
HAMH2A,12
HAMH40_AQUL,12
HAMH40_EME,12
HARK10,23
HARK20,14
HARK40,4
HARM20,14
HATL20,14
HAWI10,23
HAWP20,14
HAWP4A,14
HELE10,8
HEYS40,3
HIGM20,5
HIGM2A,5
HIGM40,5
HIGM4A,5
HINP40,27
HUER10,2
HUER40,4
HUMR40,5
HUNF1Q,2
HUNF1R,2
HURS20,20
HUTT40,3
IMPP40,1
INDQ40,27
INGA1Q,2
INKE1Q,13
INKE1R,13
INKI40,4
INNE1Q,1
INNE1R,1
INRU1Q,19
INRU1R,19
INVE10,7
INVR10,8
INVR20,9
INWI1Q,1
INWI1R,1
IROA20_AQUL,1
IROA20_SWEB,1
IRON40,12
IVER20,11
IVER2A,11
IVER4A,11
IVER4B,11
JOHN1Q,1
JOHN1R,1
JORD20,5
JUNA1T,2
KAIM20,15
KEAD40,5
KEAD4A,5
KEAD4B,5
KEAD4C,5
KEAD4D,5
KEAR20,1
KEAR40,12
KEAR4A,12
KEIT10,18
KEIT20,1
KEMS40,20
KEOO10,23
KIBY20,29
KIER1Q,8
KIER1R,8
KIIN10,8
KILB1Q,8
KILB1R,8
KILC1Q,7
KILL40,5
KILO10,34
KILS20,32
KILS40,4
KILT2Q,1
KILT2R,1
KILW10,2
KINB40,2
KINC20,2
KINO40,20
KINT10,21
KINT20,6
KIRK20,22
KIRK2A,22
KITW20,12
KNAR20,1
LACK20,14
LACK2A,14
LACK2B,14
LACK2C,14
LACK40,14
LAGG1Q,2
LAIR1Q,1
LALE20_SEP,11
LALE20_SPN,11
LAMB20,2
LAMB2T,2
LAND40,27
LANG40,27
LEGA40,28
LEGA4A,12
LEGA4B,12
LEIB4A,11
LEIB4B,11
LEVE1Q,13
LEVE1R,13
LEVT1Q,13
LEVT1R,13
LING1Q,1
LING1R,1
LINM1Q,1
LINM1R,1
LISD20,1
LISD2A,1
LITT2A,20
LITT2B,20
LITT40,20
LITT4A,20
LITT4B,20
LOAN20,2
LOAN2Q,2
LOAN2R,2
LOCH10,8
LOCL1Q,33
LOCL1R,2
LOCN1Q,7
LOVE40,10
LUIC1Q,1
LUIC1R,1
LUMB1Q,19
LUMB1R,19
LUNA1Q,1
LUNA1R,1
LYND1Q,1
LYND1R,1
MACC20,12
MACC40,12
MACD1Q,1
MAGA20,25
MAHI20,32
MANN40,27
MAWO40,10
MAYB10,23
MAYT1T,23
MELK2A,1
MELK2B,1
MELK40_SEP,1
MILC10,1
MILH2A_EPN,1
MILH2A_LPN,1
MILH2B_EPN,1
MILH2B_LPN,1
MILW1S,2
MITY40,12
MONF20,22
MONF40,22
MONF4A,22
MOSM10,13
MOSM20,2
MOSM2Q,2
MOSM2T,2
MOSS1S,1
MOSS1T,1
MOTA1Q,18
MOTA1R,18
MYBS1Q,2
MYBS1R,31
NAIR10,18
NECH20,12
NEEP20,5
NEEP4A,5
NEIL10,17
NEIL1C,1
NEIL20,2
NEIL2C,2
NEIL4Q,2
NETS10,23
NEWX20,20
NFLE40,20
NHYD2A,11
NHYD2B,11
NINF40,10
NORL2A,5
NORL2B,5
NORT20,14
NORT40,14
NORW40,16
NURS40,10
NURS4A,1
OCKH20,12
OCKH2A,12
OFFE20,14
OLDB20,12
OLDB4A,12
ORRI1T,18
ORRI1S,18
OSBA40,5
PADI40,22
PAFB4A,11
PAFB4B,11
PAIS1Q,17
PAIS1R,17
PAIS1S,1
PAIS1T,1
PART1Q,8
PART1R,8
PEHE10,19
PEHE20,6
PEHG1Q,1
PEHG1R,1
PELH40,16
PEMB40,24
PENN20,12
PENN4A,12
PENN4B,12
PENT40,28
PERS1R,6
PERS20,6
PEWO21,1
PEWO22,1
PEWO2A,1
PEWO2B,1
PEWO40,3
PITS20,5
POOB2Q,1
POOB2R,1
POPP20,1
PORA1Q,7
PORA1R,7
PORD2Q,2
PORD2R,2
PYLE20,25
QUER4A,3
QUER4B,3
QUOI1Q,33
RAIN20,29
RANN1Q,30
RANN1R,30
RASS40,12
RATS2A,12
RATS40,5
RAVE2Q,1
RAVE2R,1
RAYL40,16
REBR20,1
REDH10,13
REDM1Q,21
REDM1R,21
ROCH20,22
ROCH4A,22
ROCK40,28
ROWD40,20
RUGE40,12
RYEH40,16
RYEH4A,16
SACO1Q,2
SACO1R,2
SAEN20,5
SAES20,5
SALH20,14
SEAB40,27
SELL40,20
SFEG1Q,19
SFEG1R,19
SFEM1Q,1
SFEM1R,1
SFER10,19
SFIL1Q,8
SHBA40,5
SHEC20,5
SHIN10,18
SHRE4A,12
SHRU2Q,1
SHRU2R,1
SIGH2Q,1
SIGH2R,1
SING40,20
SIZE40,16
SJOW20,16
SJOW2A,11
SJOW2B,11
SJOW40,11
SKLG20,22
SLOY10,8
SLOY1T,8
SMAN20,1
SMEA10,1
SMEA20,15
SMEA4R,15
SPAV1Q,1
SPAV1R,1
SPEN40,15
SPLN40,16
SSHI20,14
STAH4A,3
STAH4B,3
STAL20,22
STAL4A,22
STAY40,5
STAY4A,5
STEW20,14
STEW2A,14
STEW4A,15
STEW4B,15
STHA20,2
STHA40,4
STIR1Q,13
STIR1R,2
STIR1S,2
STIR1T,2
STLE10,8
STRB20,31
STRI1Q,1
STRI1R,1
STSB40,22
STSB4A,22
STWB4A,15
STWB4B,15
SUND40,11
SWAN20_SPM,24
SWAN20_SWA,24
SWAN40,24
SWAN4A,24
SWAN4B,24
TARL1Q,1
TARL1R,1
TAUN4A,27
TAUN4B,27
TAYN1Q,7
TAYN1R,7
TEAL10,1
TEAL20,6
TELR1Q,1
TELR1R,1
TEMP20,5
THOM20,5
THOM40,22
THSO1Q,31
THSO1R,31
THTO40,5
THUR20,5
THUR2A,5
TILB20,20
TILB4A,20
TINP2A,1
TINP2B,1
TODP20,14
TONG10,23
TONG1Q,23
TORN10,1
TORN40,15
TOTE20,1
TOTW20,16
TRAW20,28
TRAW40,28
TREM20,1
TREU4A,28
TREU4B,28
TUMB1Q,30
TUMB1R,30
TYNE20,14
TYNE2A,14
UPPB20,25
USKM2A,1
USKM2B,25
USKM2C,1
USKM2D,1
USKM2E,1
WALH40,12
WALP40_EME,16
WALP40_EPN,1
WALX20,16
WALX4A,16
WALX4B,16
WARL20,20
WASF2A,1
WASF2B,1
WATS20,11
WBOL20,14
WBUR40,5
WEAV4A,12
WEAV4B,12
WFIB20,2
WFIE10,13
WFIE20,2
WGEO2Q,2
WGEO2R,2
WHAM40,20
WHAM4A,20
WHAM4B,20
WHGA20,1
WHHO2Q,1
WHHO2R,1
WHSO20,25
WHSO2A,1
WHSO2B,1
WHSO4A,25
WHTB1S,8
WHTB1T,8
WHTL1S,8
WHTL1T,8
WIBA20,5
WIEN2A,12
WIEN2B,12
WILE20,12
WILE40,12
WIMB20,11
WIOW1Q,1
WIOW1R,1
WISD20_EPN,11
WISD20_LPN,11
WISD2A,11
WISD2B,20
WISH20,2
WIYH10,8
WIYH20,9
WIYH4Q,2
WMEL20,5
WOHI1Q,1
WOHI1R,1
WWEY20,11
WWEY2A,1
WWEY4A,1
WWEY4B,1
WYLF40,28
WYMO40,5
YGAR4A,28
YWER4A,28
TILB40,20
WTHU4A,20
WTHU4B,20
HACK40,16
BLYT4A,14
BLYT4B,14
STEW4C,15
STEW4D,15
COAL40,4
GARB1S,8
GRNA40,4
HAKB4B,4
COAL10,1
CHAS2R,2
CHAS2Q,2
DALM10,2
SANX1Q,2
SANX1R,2
CATY1Q,2
CATY1R,2
GLRB20,2
MOSS1Q,1
ORRI1R,1
ORRI1Q,1
ANSU10,7
CRYR40,15
GLDO1G,2
GORW20,31
GRIF1S,30
GRIF1T,30
ABNE10,30
BEAU10,18
BEAU20,2
FOYE20,1
ERRO1T,1
INVB20,8
KNOC20,6
KNOC10,1
BEAU40,2
FAUG40,2
FAUG20,2
TUMB20,2
DENN40,2
DENN20,2
PEHE40,6
ROTI400,6
KINT40,6
BLHI40,1
ALYT40,6
KINC40,2
BONN40,2
WISH40,15
NEAR20,2
BRNX40,15
WIMB40,11
Connection_bus40,20
TOTT40,16
BRIM40,16
