ABHA4A,29
ABHA4B,29
ABTH20,26
ALDW20,6
ALNE1Q,8
ALNE1R,8
ALVE4A,29
ALVE4B,29
AMEM4A_EPN,12
AMEM4B_EPN,12
ARBR1Q,8
ARBR1R,8
ARDK10,28
ARDR2Q,36
ARMO10,35
AUCH20,31
AXMI40_SEP,29
AYRR2Q,8
AYRR2R,8
BAGA1Q,8
BAGA1R,8
BAGB20,8
BAIN10,8
BARK20_EPN,30
BARK20_LPN,30
BARK40,4
BEDD20_LPN,11
BEDD20_SPN,11
BEDD40,11
BERW1Q,8
BERW1R,8
BESW20,22
BICF4A,5
BICF4B,5
BIHI1Q,33
BIHI1R,33
BIRK20,8
BISW20,22
BLHI20,13
BLYT20,18
BOAG1Q,20
BOAG1R,8
BOLN40,21
BONB20,8
BONN10,9
BOTW40,21
BRAC20,8
BRAE10,15
BRAE1G,15
BRAI4A,5
BRAI4B,8
BRAP10,15
BRAW20,19
BRAW4A,8
BREC10,14
BRED20,19
BRFO40,5
BRID1Q,8
BRID1R,8
BRIM2A_EPN,7
BRIM2B_EPN,16
BRIM2B_LPN,8
BRIM2C_EPN,7
BRIM2C_LPN,7
BRIM2D,16
BRIN20,6
BRIN40,6
BRLE40,21
BROA1Q,35
BROR10,8
BROR1Q,36
BROX1Q,8
BROX1R,8
BRWA4A,29
BRWA4B,29
BUMU10,33
BURW40,5
BUSB20,9
BUSH20,22
BUST20,22
CAAD1Q,28
CAAD1R,28
CAFA1Q,8
CANT40,3
CAPE20,34
CAPE4A,34
CAPE4B,34
CARE20,26
CARR20,8
CARR4A,8
CARR4B,8
CARR4H,8
CASS1Q,8
CEAN1Q,8
CELL40_AQUL,22
CELL40_SPM,8
CHAP10,32
CHAR10,33
CHIC40,29
CHSI20,11
CHTE20,6
CILF2A,26
CILF2B,26
CILF40,26
CITR41,11
CITR42,11
CLAC1Q,28
CLAY1R,8
CLAY1S,8
CLEV4A,3
CLUN1S,33
CLUN1T,33
CLYM20,9
COAT2Q,8
COAT2R,8
COCK20,17
COCK4Q,17
COCK4R,17
COSO40,4
COTT40,6
COUA10,33
COVE20,22
COWB2A,26
COWL40,12
COYL10,32
COYL20,31
COYT1T,8
COYW2S,31
COYW2T,31
CRAI10,14
CREB2A,6
CREB2B,6
CREB40,6
CROO1Q,8
CROO1R,8
CRUA2Q,15
